code,name,market,security_type,listing_date,listing_age_calendar_days,base_status,base_reason,status,reason,avg_trading_value_20d_krw,liquidity_filter_status,liquidity_filter_reason,liquidity_rows_available,liquidity_rows_used,liquidity_latest_date,liquidity_raw_path
067630,HLB생명과학,KOSDAQ,보통주,2008/11/25,6409,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067730,로지시스,KOSDAQ,보통주,2015/07/29,3972,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067770,세진티에스,KOSDAQ,보통주,2004/01/09,8191,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067830,세이브존I&C,KOSPI,보통주,2002/07/25,8724,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067900,와이엔텍,KOSDAQ,보통주,2005/12/23,7477,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067920,이글루,KOSDAQ,보통주,2010/08/04,5792,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
067990,도이치모터스,KOSDAQ,보통주,2004/12/03,7862,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068050,팬엔터테인먼트,KOSDAQ,보통주,2006/07/07,7281,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068100,케이웨더,KOSDAQ,보통주,2024/02/22,842,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068240,다원시스,KOSDAQ,보통주,2010/09/14,5751,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
068270,셀트리온,KOSPI,보통주,2018/02/09,3046,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068290,삼성출판사,KOSPI,보통주,2002/08/05,8713,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068330,일신바이오,KOSDAQ,보통주,2007/12/26,6744,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068760,셀트리온제약,KOSDAQ,보통주,2006/02/03,7435,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068790,DMS,KOSDAQ,보통주,2004/10/01,7925,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068930,디지털대성,KOSDAQ,보통주,2003/10/17,8275,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
068940,셀피글로벌,KOSDAQ,보통주,2010/10/19,5716,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
069080,웹젠,KOSDAQ GLOBAL,보통주,2003/05/23,8422,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069140,누리플랜,KOSDAQ,보통주,2010/10/26,5709,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069260,TKG휴켐스,KOSPI,보통주,2002/10/07,8650,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069330,유아이디,KOSDAQ,보통주,2003/08/18,8335,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069410,엔텔스,KOSDAQ,보통주,2007/06/20,6933,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069460,대호에이엘,KOSPI,보통주,2002/11/11,8615,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
069510,에스텍,KOSDAQ,보통주,2003/11/14,8247,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069540,빛과전자,KOSDAQ,보통주,2004/02/13,8156,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069620,대웅제약,KOSPI,보통주,2002/11/01,8625,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069640,한세엠케이,KOSPI,보통주,2011/06/21,5471,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069730,DSR제강,KOSPI,보통주,2003/01/28,8537,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069920,엑시온그룹,KOSDAQ,보통주,2007/12/05,6765,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
069960,현대백화점,KOSPI,보통주,2002/11/25,8601,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
070300,엑스큐어,KOSDAQ,보통주,2010/06/09,5848,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
070590,인티큐브,KOSDAQ,보통주,2004/01/08,8192,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
070960,모나용평,KOSPI,보통주,2016/05/27,3669,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071050,한국금융지주,KOSPI,보통주,2003/07/21,8363,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071055,한국금융지주우,KOSPI,구형우선주,2003/07/21,8363,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
071090,하이스틸,KOSPI,보통주,2003/02/17,8517,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071200,인피니트헬스케어,KOSDAQ,보통주,2010/05/26,5862,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071280,로체시스템즈,KOSDAQ,보통주,2003/11/14,8247,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071320,지역난방공사,KOSPI,보통주,2010/01/29,5979,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071670,에이테크솔루션,KOSDAQ,보통주,2009/04/17,6266,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071840,롯데하이마트,KOSPI,보통주,2011/06/29,5463,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071850,캐스텍코리아,KOSDAQ,보통주,2014/05/27,4400,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
071950,코아스,KOSPI,보통주,2005/08/04,7618,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
071970,HD현대마린엔진,KOSPI,보통주,2009/05/15,6238,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072020,중앙백신,KOSDAQ,보통주,2003/10/31,8261,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072130,유엔젤,KOSPI,보통주,2003/07/01,8383,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072470,우리산업홀딩스,KOSDAQ,보통주,2003/10/28,8264,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072710,농심홀딩스,KOSPI,보통주,2003/07/30,8354,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072770,멤레이비티,KOSDAQ,보통주,2007/07/25,6898,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072870,메가스터디,KOSDAQ,보통주,2004/12/21,7844,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072950,빛샘전자,KOSDAQ,보통주,2012/03/21,5197,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
072990,에이치시티,KOSDAQ,보통주,2016/10/17,3526,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073010,케이에스피,KOSDAQ,보통주,2004/12/17,7848,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073110,엘엠에스,KOSDAQ,보통주,2007/10/12,6819,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073190,듀오백,KOSDAQ,보통주,2004/02/06,8163,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073240,금호타이어,KOSPI,보통주,2005/02/17,7786,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073490,LIG아큐버,KOSDAQ,보통주,2005/02/04,7799,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073540,에프알텍,KOSDAQ,보통주,2007/05/18,6966,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073560,우리손에프앤지,KOSDAQ,보통주,2016/07/27,3608,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
073570,리튬포어스,KOSDAQ,보통주,2004/01/06,8194,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
073640,테라사이언스,KOSDAQ,보통주,2004/01/06,8194,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
074430,아미노로직스,KOSDAQ,보통주,2004/06/04,8044,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
074600,원익QnC,KOSDAQ,보통주,2003/12/12,8219,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
074610,이엔플러스,KOSPI,보통주,2003/12/23,8208,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
075130,플랜티넷,KOSDAQ,보통주,2005/06/10,7673,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
075180,새론오토모티브,KOSPI,보통주,2005/10/21,7540,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
075580,세진중공업,KOSPI,보통주,2015/11/30,3848,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
075970,동국알앤에스,KOSDAQ,보통주,2004/02/13,8156,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
076080,웰크론한텍,KOSDAQ,보통주,2008/07/18,6539,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
076340,지에이이노더스,KONEX,보통주,2015/05/18,4044,exclude,market_not_allowed,exclude,market_not_allowed,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
076610,해성옵틱스,KOSDAQ,보통주,2013/11/06,4602,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
077360,덕산하이메탈,KOSDAQ,보통주,2005/10/14,7547,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
077500,유니퀘스트,KOSPI,보통주,2004/08/05,7982,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
077970,STX엔진,KOSPI,보통주,2004/05/10,8069,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078000,텔코웨어,KOSPI,보통주,2004/07/20,7998,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078020,LS증권,KOSDAQ,보통주,2007/02/21,7052,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078070,유비쿼스홀딩스,KOSDAQ,보통주,2009/01/23,6350,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078130,국일제지,KOSDAQ,보통주,2004/10/22,7904,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078140,대봉엘에스,KOSDAQ,보통주,2005/12/23,7477,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078150,HB테크놀러지,KOSDAQ,보통주,2004/12/08,7857,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078160,메디포스트,KOSDAQ,보통주,2005/07/29,7624,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078340,컴투스,KOSDAQ GLOBAL,보통주,2007/07/06,6917,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078350,한양디지텍,KOSDAQ,보통주,2004/05/14,8065,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078520,에이블씨엔씨,KOSPI,보통주,2011/09/07,5393,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078590,휴림에이텍,KOSDAQ,보통주,2005/10/27,7534,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078600,대주전자재료,KOSDAQ,보통주,2004/12/10,7855,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078860,아이오케이이엔엠,KOSDAQ,보통주,2006/06/27,7291,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078890,가온그룹,KOSDAQ,보통주,2005/07/12,7641,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078930,GS,KOSPI,보통주,2004/08/05,7982,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
078935,GS우,KOSPI,구형우선주,2004/08/05,7982,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
079000,와토스코리아,KOSDAQ,보통주,2005/11/15,7515,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079160,CJ CGV,KOSPI,보통주,2004/12/24,7841,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079170,한창산업,KOSDAQ,보통주,2005/02/01,7802,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079190,케스피온,KOSDAQ,보통주,2005/11/29,7501,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079370,제우스,KOSDAQ,보통주,2006/02/01,7437,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079430,현대리바트,KOSPI,보통주,2005/11/22,7508,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079550,LIG디펜스앤에어로스페이스,KOSPI,보통주,2015/10/02,3907,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079650,서산,KOSDAQ,보통주,2005/01/21,7813,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079810,APS이노베이션,KOSDAQ,보통주,2005/01/26,7808,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079900,전진건설로봇,KOSPI,보통주,2024/08/19,663,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079940,가비아,KOSDAQ,보통주,2005/10/19,7542,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079950,인베니아,KOSDAQ,보통주,2005/02/04,7799,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
079960,동양이엔피,KOSDAQ,보통주,2005/02/01,7802,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
079970,투비소프트,KOSDAQ,보통주,2010/06/01,5856,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
079980,휴비스,KOSPI,보통주,2012/02/23,5224,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080010,이상네트웍스,KOSDAQ,보통주,2005/09/30,7561,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080160,모두투어,KOSDAQ,보통주,2005/07/26,7627,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080220,제주반도체,KOSDAQ,보통주,2005/02/01,7802,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080420,모다이노칩,KOSDAQ,보통주,2005/12/06,7494,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080470,성창오토텍,KOSDAQ,보통주,2006/11/03,7162,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080520,오디텍,KOSDAQ,보통주,2007/10/08,6823,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080530,코디,KOSDAQ,보통주,2010/01/05,6003,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080580,오킨스전자,KOSDAQ,보통주,2014/12/24,4189,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
080720,한국유니온제약,KOSDAQ,보통주,2018/07/26,2879,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
081000,일진다이아,KOSPI,보통주,2004/12/22,7843,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
081150,티플랙스,KOSDAQ,보통주,2009/04/23,6260,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
081180,쎄크,KOSDAQ,보통주,2025/04/28,411,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
081580,성우전자,KOSDAQ,보통주,2007/10/12,6819,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
081660,미스토홀딩스,KOSPI,보통주,2010/09/28,5737,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082210,옵트론텍,KOSDAQ,보통주,2005/06/24,7659,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082270,젬백스,KOSDAQ,보통주,2005/06/24,7659,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082640,동양생명,KOSPI,보통주,2009/10/08,6092,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082660,코스나인,KOSDAQ,보통주,2005/10/05,7556,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
082740,한화엔진,KOSPI,보통주,2011/01/04,5639,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082800,비보존 제약,KOSDAQ,보통주,2005/11/18,7512,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082850,우리바이오,KOSDAQ,보통주,2005/07/29,7624,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
082920,비츠로셀,KOSDAQ GLOBAL,보통주,2009/10/28,6072,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083310,엘오티베큠,KOSDAQ,보통주,2005/10/05,7556,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083420,그린케미칼,KOSPI,보통주,2005/10/20,7541,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083450,GST,KOSDAQ,보통주,2006/02/01,7437,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083470,이엠앤아이,KOSDAQ,보통주,2008/09/18,6477,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083500,에프엔에스테크,KOSDAQ,보통주,2017/02/27,3393,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083550,케이엠,KOSDAQ,보통주,2005/12/20,7480,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083640,인콘,KOSDAQ,보통주,2005/12/27,7473,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083650,비에이치아이,KOSDAQ,보통주,2005/12/02,7498,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083660,CSA 코스믹,KOSDAQ,보통주,2006/07/25,7263,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083790,CG인바이츠,KOSDAQ,보통주,2006/01/06,7463,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
083930,아바코,KOSDAQ,보통주,2005/10/11,7550,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084010,대한제강,KOSPI,보통주,2005/10/31,7530,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084110,휴온스글로벌,KOSDAQ,보통주,2006/12/19,7116,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084180,수성웹툰,KOSDAQ,보통주,2005/12/16,7484,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084370,유진테크,KOSDAQ,보통주,2006/01/17,7452,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084440,유비온,KOSDAQ,보통주,2022/11/18,1303,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084650,랩지노믹스,KOSDAQ,보통주,2014/12/16,4197,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084670,동양고속,KOSPI,보통주,2005/07/25,7628,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084680,이월드,KOSPI,보통주,2005/07/26,7627,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084690,대상홀딩스,KOSPI,보통주,2005/08/17,7605,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084695,대상홀딩스우,KOSPI,구형우선주,2005/08/17,7605,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
084730,팅크웨어,KOSDAQ,보통주,2006/05/19,7330,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084850,아이티엠반도체,KOSDAQ,보통주,2019/11/07,2410,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084870,TBH글로벌,KOSPI,보통주,2005/12/19,7481,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
084990,헬릭스미스,KOSDAQ,보통주,2005/12/29,7471,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085310,엔케이,KOSPI,보통주,2008/01/24,6715,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085620,미래에셋생명,KOSPI,보통주,2015/07/08,3993,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085660,차바이오텍,KOSDAQ,보통주,2005/12/27,7473,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085670,뉴프렉스,KOSDAQ,보통주,2006/01/17,7452,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085810,알티캐스트,KOSDAQ,보통주,2013/12/06,4572,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
085910,네오티스,KOSDAQ,보통주,2007/10/01,6830,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086040,바이오톡스텍,KOSDAQ,보통주,2007/09/21,6840,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086060,진바이오텍,KOSDAQ,보통주,2006/04/28,7351,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086220,광동헬스바이오,KONEX,보통주,2015/07/09,3992,exclude,market_not_allowed,exclude,market_not_allowed,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
086280,현대글로비스,KOSPI,보통주,2005/12/26,7474,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086390,유니테스트,KOSDAQ,보통주,2006/12/05,7130,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086450,동국제약,KOSDAQ GLOBAL,보통주,2007/05/29,6955,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086520,에코프로,KOSDAQ GLOBAL,보통주,2007/07/20,6903,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086670,비엠티,KOSDAQ,보통주,2007/11/02,6798,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
086710,선진뷰티사이언스,KOSDAQ,보통주,2021/01/27,1963,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
